text,label,label_name,text_length,text_word_count
feel hated care,3,anger,29,8
feel le stressed driving hard route passenger,0,sadness,66,12
miss feeling pretty delicate,2,love,34,6
telling obbie last night feel like terrible christian,0,sadness,63,12
feeling little apprehensive traveling emergency issued passport kindly supplied british consulate los angeles week ago,4,fear,163,29
feel really strange without bang sometimes want cut hair,4,fear,79,16
barely even feel like explaining weird history shadow dancer really console port arcade sequel shinobi even though already console sequel shinobi thats totally different game revenge shinobi,5,surprise,241,42
feel honored book shelf,1,joy,48,10
feel ungrateful opportunity breathe air many others chance,0,sadness,128,26
scream cry there many ppl feel insecure wanted hide sweat lot,4,fear,114,25
infp strong introverted feeling person could say passionately emotional even insignificant thing,0,sadness,139,24
needed clear head tell sigh feel gentle finger hair,2,love,89,19
want make daily thing wash hair every single day hassle someone like super curly hair bit pain straighten walk class feel good,1,joy,224,52
would even say important far significant feel anything rest ludicrous,0,sadness,124,23
love thinking lately feel free comment tell idiot whatever,1,joy,120,27
feel overly distracted tabby started working path route wood big creek around former second meadow,3,anger,178,34
feel fighter move amazed way tummy growing quickly,5,surprise,90,21
watched tear fell really feel heartbroken,0,sadness,53,10
know issue question feeling etc going resolved,1,joy,69,13
must comment believe medication life saving many situation also feel important report full story,1,joy,138,26
feel like need something change vicious cycle good letting craving drive madness binging,3,anger,130,25
prefer sit large room back wooden floor upholstered chair timeless feel summer gentle breeze blow floral curtain savour large piece cake perhaps famous href http en,2,love,262,51
spent game feeling unsure needed mostly feeling completely lost,4,fear,130,25
feel lucky know like revel freedom wide open space sea affords,1,joy,109,23
feel like greedy easily pound overweight american,3,anger,53,9
also feel disappointed mother gertrude,0,sadness,47,8
feel humiliated apartment came family feel stuckin life go hell want present life,0,sadness,146,32
feel slightly like traitor admitting really liked new place,2,love,74,14
im facing consequence little fall yesterday day night yesterday could feel every little muscle back slowly knotting protest unkind treatment received,3,anger,199,35
knew going look mess feel guilty pushing get taken care,0,sadness,101,23
feeling really awful afternoon,0,sadness,39,7
miss feeling like im cute enough considered taken home,1,joy,68,14
feel lost discombobulated lose drive write,0,sadness,57,11
wan na go work feeling bouncy happy,1,joy,43,9
feel sometimes like want say thing sure offend,1,joy,69,15
im feel alone,0,sadness,18,4
full feeling empty,0,sadness,30,7
feel wronged back,3,anger,44,10
ive learned depend expect body perform rather keep flexible hope expectation fulfill duty despite feel im thankful people around understanding flexible right along,1,joy,246,45
feel kinda mellow though think time month going turn raging bitch moment last night felt totally angry like cranky really restless,1,joy,192,39
think bit better today although still feel like run truck cough remarkably stubborn particularly try speak,3,anger,163,34
recognize frequent poster never feel unwelcome thread,0,sadness,77,14
went blonde feeling adventurous little lost person,1,joy,82,18
cant stop feeling delighted,1,joy,41,7
finished reading feeling insecure,4,fear,48,9
feel like horrible person href http bryangregorylewis,0,sadness,59,10
go blogland bit get thought feeling want dream look pretty picture step back reality,1,joy,150,32
feel sorry poor guy told leave female passenger accidentally sit area woman,0,sadness,117,23
feel like doll abused,0,sadness,40,9
started feeling hopeless regard health,0,sadness,50,9
dunnno feel sorta discontent im tired stuff wan na go bed,0,sadness,83,18
really enjoy tone feeling piece wonder whether would successful stretched day rather one,1,joy,163,32
feeling suspicious day,4,fear,37,7
get see master weekend feel submissive weekend,0,sadness,104,22
think like australian know image well interesting see feel yes lovely kay going view sunrise,2,love,164,35
enjoy feeling naughty kid knew better,2,love,62,13
feel dismayed still load miniature term weird pink clay left didnt know,0,sadness,122,25
feeling shaky day,4,fear,30,7
feeling nervous hand felt shaky heart pounding,4,fear,63,12
mean genuinely appreciate show happy made x made feel want keep thing make happy,1,joy,156,34
bad person feeling burdened relationship,0,sadness,55,10
talked tried ask feeling convinced everyone would asking thing probably bit sick always talking,1,joy,183,38
alcoholic stood dribbling food counter,3,anger,53,9
still feeling broke,0,sadness,39,8
dispute theory application feel universalized often especially abused culture accustomed able control circumstance produce desired outcome hmmm culture could referring,0,sadness,268,48
feel imperfection shamed coerced mocked,0,sadness,57,10
finally realise feeling hated effect big,0,sadness,77,15
know feel little apprehensive offering gold jewelry minimal cash gon na share found regard process selling gold jewellery revenue,4,fear,216,41
im feeling disillusioned buying cheap mass produced clothes,0,sadness,64,9
feel terrible sexist whenever im group woman start talking dieting brain automatically drop,0,sadness,134,25
feel thankful found fantastic series added favorite series time,1,joy,95,19
know suicide selfish right feel like worthless long run would better everybody else,0,sadness,129,27
feel warmly welcomed floor,1,joy,43,9
feel core song melody respected well lyric rest changed,1,joy,119,25
feel defeated feeling move start hearing whispering hope,0,sadness,94,19
feel lot shame many romantic relationship past,2,love,75,15
ungrateful selfish wanting life wanting something least feeling valued respected,1,joy,119,21
feeling nick broke,0,sadness,45,10
dis bag feeling grouchy lack inspiration whatsoever come fug bag today grouchy still set mean big deal,3,anger,199,43
feeling dragon back reason became also protect demon despised harmed human,3,anger,152,31
feel like would pretty cool,1,joy,37,8
wonder feel like sometimes joy longer joyful based research method keynote comparison appearance,1,joy,175,34
feel honored humbled turn event,1,joy,49,10
get feeling he impressed,5,surprise,48,10
hypocrisy friend,3,anger,38,8
start feel unsure,4,fear,22,5
look feeling alone wantig way,0,sadness,51,11
still feel dull ache time even running,0,sadness,63,14
im feeling pretty good bus stop start yawning,1,joy,63,13
feeling lousy right,0,sadness,28,6
resorted yesterday post peak day illness still housebound feeling agitated peckish brew href http pic,4,fear,139,26
really feel guilty,0,sadness,40,8
feel assured thankk god,1,joy,25,5
feel helpless depending people closest,4,fear,58,11
day week feel little deprived,0,sadness,47,10
feel angry feel sad,3,anger,27,7
believe manged tone retaining enough flourish make suit feel special,1,joy,106,20
feel shift towards casual gaming whole hurting rpgs jrpgs especially rpgs game non gamers think playing,1,joy,145,27
feel fucked happened thursday,3,anger,50,10
feel fearless right,1,joy,31,7
feel dissatisfied advance made rather team stink,3,anger,77,14
feel even dangerous though youre pouring time ministry accompanied self righteousness self satisfaction,3,anger,157,26
began feel agitated slightly dizzy amp hungry,4,fear,55,10
think fact leaving jordan hospital feeling triumphant completion last radiation horror story unfolding two state away,1,joy,169,30
started back work admit ive feeling little overwhelmed,5,surprise,81,16
feel like idiot looking bunch key getting frantic nick letting forgetting key,4,fear,143,30
voice usual perfect like know yomis voice better kind feel frustrated song best doesnt highlight yomis voice properly,3,anger,183,35
forgive accepted allowed feel tortured headache,3,anger,87,16
really feel like trying cute every day,1,joy,46,10
really hard time feeling hopeful much last month,1,joy,89,17
feel like ungrateful as,0,sadness,29,6
feel discouraged im never going get good schedule another big life change going happen,0,sadness,121,23
want feel disrespected unloved,0,sadness,48,10
feel passionate people particularly love admire respect,1,joy,75,12
usually feel aggravated unprofessional attitude rest cast,3,anger,87,15
remember feeling shocked called religious,5,surprise,58,10
always feel boosted spiritually totally drained physically,0,sadness,64,9
feel offended statement,3,anger,33,6
feel alone part everyone opinion going going sometimes feel challenge people upset,0,sadness,177,36
im feeling awfully proud sticking,1,joy,53,10
found working detroit specialized christian literature lol im feeling little grouchy tonight,3,anger,106,17
im pretty sure everyone left feeling festive,1,joy,44,7
feel vulnerable much yesterday cant say felt strong sense self worth maybe according brown could get better accepting vulnerable imperfect aspect,4,fear,199,37
feel charming today dont really want part im supposed part tonight,1,joy,99,22
get feeling oiler hesitant count missed much time year ago,4,fear,103,22
wondered make feel cool,1,joy,43,9
go pt feel like defective bum,0,sadness,38,10
feel blamed music,0,sadness,33,8
still feel honored friend would ask join part journey,1,joy,91,20
feel convinced brink something amazing,1,joy,60,12
feel completely listless,0,sadness,26,4
feel really pretty makeup haha,1,joy,42,8
see feel helpless,0,sadness,28,7
feel miserable even alone,0,sadness,36,7
feel effort worthwhile,1,joy,36,7
think common one everyone experienced doom gloom feeling feel like something tragic happened,0,sadness,144,25
im working new project feel productive,1,joy,52,11
feel like damaged corn big dent side label half torn grocery store everyone push side one buy,0,sadness,181,40
feel lethargic overheated time,0,sadness,44,8
feel ending fairly rushed didnt provide closure looking regardless historical fiction finest,3,anger,149,27
feel important write happened heal sure many need see someone deal find strength heal well,1,joy,186,40
feel selfish wanting home help getting girl bed,3,anger,68,14
always feel little sad go sorta ren stimpy theme u oil water gemini scorpio soulmate friend,0,sadness,138,28
feel really good school though know long shot,1,joy,79,16
know feeling fabulous energy long time even clothes still little snug,1,joy,133,29
feel uncertain,4,fear,22,4
dont even know know feel like im getting fucked behind,3,anger,77,17
feel really bothered,3,anger,22,4
tried naked gardening feel lovely sun back feel plant working border,2,love,135,28
feel artistic there ad really nice slr digital camera side webpage thats reason,1,joy,124,25
wasnt actually registered conference goer well one dealing sexual abuse gay community kind awoken feeling repressed long time,0,sadness,176,33
im looking forward feeling hopeful instead hopeless,1,joy,57,9
im feeling pretty rich,1,joy,27,5
feel irritable,3,anger,21,4
feel helped bring happiness life troubled friend day zz top logo keychain hang room wherever know fine cheer man,0,sadness,201,43
feel like stubborn year old,3,anger,31,7
im feeling jaded bitter even bother google search time aka tltg lazy google,0,sadness,112,24
remember feeling absolutely devastated heard peach actually give cake,0,sadness,102,18
feeling stubborn friend said come wanted hug said well come halfway walked shes leaving today,3,anger,165,37
know feel bothered,3,anger,44,11
struggled feeling guilt took gentle care recovery sometimes even,2,love,113,21
ive started delve deep evaluate everything made feel insecure unworthy,4,fear,104,18
also feeling anxious around people sitting waiting area,4,fear,80,15
feel back innocent carefree self,1,joy,49,11
feel hand weaved delicate intimacy shared hand two people share much secret world mystified,2,love,158,30
still feel like im damaged good affect everything life,0,sadness,83,17
feel like havent taking enough risk im respected teacher,1,joy,94,19
feel bit confident kicking karate diagonal cut kendo though much work remains,1,joy,109,21
would picture rock hitting frog body carried downstream would feel ashamed,0,sadness,107,20
im feeling well front computer theory computer healthy kid,1,joy,94,19
could cooped motel feeling depressed alone flight home,0,sadness,92,18
get feeling people suffering body,0,sadness,69,15
feel guilty died outside window whilst slept nothing help,0,sadness,92,19
feel stressed family problem,0,sadness,43,8
ive feeling immensely overwhelmed,4,fear,38,5
im feeling char blamed week ago,0,sadness,58,13
im feeling playful already,1,joy,26,4
think feel everyone greedy little way whether going good bad way thats another issue usually link together right im trying separate issue separately see sole topic cleary,3,anger,277,53
feel annoyed bought ticket sat screening could even find distraction offensive scene sound flashed,3,anger,160,26
think even christian trust assurance lord weak feel helpless,4,fear,101,20
feel relaxed merson said,1,joy,26,5
feel strongly year lord calling grow discipline year faithful thing put front,2,love,142,30
feel book vital aspect life generation come type medium never diminish enjoyment being human,1,joy,168,33
see family swan feel joyful peaceful blessed,1,joy,62,13
sleep well last night woke feeling borrow wonderful phrase book read rough badger arse,1,joy,125,28
supremely happy hear first note bar song feel emotion smell fragrance happy time,1,joy,135,28
feel excited episode,1,joy,31,6
feel devastated,0,sadness,23,5
think however nice people make feel paranoid something wrong,4,fear,105,19
admit im feeling thankful today wh,1,joy,48,10
feel like im welcomed dont like blend something,1,joy,71,15
thankful slow sunday feeling hot,2,love,65,14
think must continue seek good even feel offended always look way go lower walk humility jesus walked,3,anger,166,35
would love hear feel free add comment send email info wolfiewolfgang,1,joy,106,22
went everything feeling fantastic right,1,joy,77,14
list feel pretty lame whining,0,sadness,42,9
feel like half time dont show affection interest anyone outside little circle comfort sincere response guaranteed,1,joy,150,27
cant contain joy right feel troubled,0,sadness,56,12
feel like mind numbingly dull debate nuance woman men model,0,sadness,113,23
feel paranoid like stepped private club everyone know standing like nudist suit convention,4,fear,146,27
mean feeling always sincere think part tends repress certain thing order somehow lessen blow eventually hit relationship end,1,joy,181,33
wanted feel accepted,1,joy,36,8
find still feeling curious log sl,5,surprise,54,11
feel glad enthusiastic point sand snorkeling,1,joy,63,11
feeling yet hear tragic incident world history,0,sadness,98,20
feeling whenever write song think song leg enough popular people really respond get feeling,1,joy,159,34
feel discouraged lose sense inspiration keep going especially see people give best good pb,0,sadness,143,29
sit say warm feeling overcomes feel reassured isnt good enough,1,joy,109,22
feel deeply honoured able offer activation made extra time available session full moon next week move dark moon build eclipse natural time bringing need examined surface life,1,joy,288,57
ive feeling fake sense purpose,0,sadness,52,10
ive told feel remorseful whole thing hang head low long im pond scum,0,sadness,148,30
kind messed tip left hand bit harder stamp backwards upside feel still look pretty cute say delicate,1,joy,175,38
talk lot feeling isolated,0,sadness,35,7
feeling pissed,3,anger,25,5
still feel like waiting vain love,0,sadness,52,12
feel like everything defective wrong need changed change new thing wrong mine therefore must wrong,0,sadness,174,35
feeling better though still feel like passing tossing cooky im long there definitely light end tunnel,1,joy,156,32
feel like something productive,1,joy,46,8
spread arm wide feeling cold wind rushing past feeling rain hitting,3,anger,91,18
im feeling cool showing skin feel like woman,1,joy,57,11
feel like kid left school year least three piece really proud,1,joy,95,19
seen change appearance feel energetic sure mental,1,joy,99,21
ive grown mother treasure role family whereas used second guess lot feel unsure maternal skill,4,fear,148,30
feel hesitant tell truth leaving house get toy,4,fear,77,16
didnt feel need photograph every temple frantically scramble site vain effort see meticulously record every meal eaten course ten day,0,sadness,185,34
full great flavor helped keep feeling deprived,0,sadness,72,14
end feeling rushed exhausted time sit eat take time really think thankful much le take time express god,3,anger,184,40
feel like deprived able,0,sadness,53,13
feel homesick,0,sadness,28,6
ive cleaning apartment trying get life back order vacation holiday mayhem instead feeling grumpy like usually would feeling overwhelmingly blessed,3,anger,194,33
feel like cant anything productive he home,1,joy,56,11
take offense frightening feeling vulnerable close relationship others draw offense frightful vulnerability love god mercy seat fill full,4,fear,241,45
ive feeling wonderful enjoying little karate chop inside abdomen regular basis make heart spin circle joy,1,joy,142,26
feel bit grouchy,3,anger,25,6
feel groggy want crawl back cat book,0,sadness,68,16
feel horny feel horny anyone wan na see,2,love,45,10
im feeling generous morning share,2,love,59,11
feel hurt upset angry something,0,sadness,42,8
feeling little dull morning winetasting apartment yesterday choose wine wedding,0,sadness,131,24
guess made feel unwelcome though honestly didnt mean,0,sadness,65,13
feel hope supporting family purchasing house vancouver,2,love,80,16
decide take ill still feel ive resolved win win situation,1,joy,64,13
also feel le inhibited interacting,0,sadness,54,9
gained admission immediately college feel privileged one,1,joy,81,15
seen side couple year he medication may depression genetic thats feel shitty time,0,sadness,159,34
understand feel pain neferet remains hated character house night,3,anger,96,18
want best boy maybe really stop feeling like im heartless bitch,3,anger,91,19
loved anyone else wanted feel valued appreciated ought give better treatment random dinner company right,1,joy,162,30
would put feeling mine said mad,3,anger,77,17
found passed last two exam margin three mark,1,joy,80,18
feel saddened stop caring,2,love,55,12
im sure go back aussie festival make appalled youth today make feel glad old er way sensible,1,joy,146,32
remember something artwork spent hour school feel smart worthy,1,joy,91,17
kuribayashi feeling met would liked,2,love,70,15
love much add right edge im feeling rebellious,3,anger,81,17
woke feeling distraught,4,fear,28,5
weight till feel lively,1,joy,46,11
shall sleep feeling pissed psssh,3,anger,39,7
feel badly enough everything thats going people supposed helping arent particularly sympathetic,2,love,153,26
asked long grass feel said long grass feel lovely,2,love,73,15
want stop taking one day also feel terrified lot feeling anxiety panic come flooding back,4,fear,119,23
could see angry coworker also moment trust person intention feel respected appreciated person,1,joy,176,37
watch friend going change feel envious,3,anger,59,11
im feeling glad got first show way rear view mirror,1,joy,90,20
feel pretty blank right thats good,0,sadness,44,9
really like feel nostalgic watching decade remember lot hesei kamen rider,2,love,98,20
find feeling anxious seeing everyone else feeling part peer stagnate,4,fear,139,29
believe teenage girl feel like influenced popular crowd want fit,1,joy,108,21
feeling pleased really healthy pregnancy,1,joy,79,13
feel miserable reading america heat wave live always hot middle east,0,sadness,95,18
began kiss slowly started lifting head feel suspicious,4,fear,81,15
wiggle toe feel cool sheet across skin bringing awareness back body descend dream state back bed,1,joy,146,30
created paint owl e course intention sharing simple shape template use start owl others could easily create feel afraid start blank canvas,4,fear,222,45
help feel appreciative artist produce quality work,1,joy,75,14
feel sooooooooper vain taking pic last hour,0,sadness,64,12
honest grandmother passed away dread idea die young wont get thing really feel passionate,2,love,163,35
feel distraught ever,4,fear,25,5
feel wrapping gift almost important gift,1,joy,73,15
im feeling awkward every time start photoshoot,0,sadness,50,9
unable conclude kind person consider say feeling guilty uncertain help realize flaw hopefully move forward life think situation word thoroughly acting,0,sadness,249,47
feel stupid dumb unwanted,0,sadness,31,6
im still feeling needy human family possibly give looking elsewhere,0,sadness,94,17
recommend carrying around handful gold jewelry backpack person think key piece fun jewelry necessary keep looking feeling cute road,1,joy,215,42
couldnt help feeling charmed amused,1,joy,41,7
come place life feel romantic partner unnecessary,2,love,87,18
feel like idiotic twat thing written past thing advertised done,0,sadness,134,28
day received te score acceptance chosen course,1,joy,63,12
feeling really frantic knew find james,4,fear,65,14
ive come back work im saturday im going spend time playing game tidying flat bit nice feel relaxed control change,1,joy,197,42
im always open suggestion please feel free email,1,joy,61,12
found price staying feeling gorgeous sky rocketed decided take personal experience use give fellow student people budget helping hand,1,joy,201,38
feel video clever harsh striking much needed parody satire current state hip hop,1,joy,111,22
totally enamoured dress flowy lovely perfect warm summer day feel really romantic springy excited show,2,love,170,35
good camwhore skill thanks instagram pudding anotehr super popular social apps post vain picture without feeling vain others ftw,0,sadness,191,34
started journal feel like bunch unfortunate seemingly random thing happen would like keep track,0,sadness,150,29
paramilitary sent unza started using tear gas started intimidating student without provocation,3,anger,134,22
know musician feel punished gone nagged guilt tripped,0,sadness,76,13
pissed lol screaming silently baby sleep beside well thats tody another day feel like petty,3,anger,130,26
feel ashamed embarrassed every time someone executed u,0,sadness,71,13
remember smiling saw picture feeling happy guy finally got meet girl,1,joy,114,23
im waiting go decal right feel really shitty dont want studying time,0,sadness,116,26
feel sport unprotected medium equal playing field,0,sadness,83,16
sure vast majority decent working class people feel insulted derided unable respectful towards referee parent watch child match shouting abuse swearing etc,3,anger,218,38
feel appreciative owner cafe,1,joy,49,10
feel peaceful ok,1,joy,23,6
absolutely useless written nothing feel like im neglecting faithful follower failing update blog today,1,joy,145,25
im feeling doubtful today,4,fear,28,5
actually feeling optimistic back future movement,1,joy,72,13
im dreaming zombie apocalypse alien dragon breathing tube attacking earth feeling cranky,3,anger,107,16
feel amazing good afterwards pleased,1,joy,60,13
really started feel ica association worth supporting maybe something id enjoy part,2,love,123,23
hope god false reading feel unprotected without,4,fear,77,16
need get job due silly head dont really know feel passionate anymore know drive,2,love,134,30
wake always feeling anxious knowing,4,fear,48,9
feeling impatient restless excited,3,anger,39,6
im feeling adventurous use idea,1,joy,48,10
allow loosen bit feel stressed restricted,0,sadness,100,22
im happy got see smile laugh yesterday something bring joy feel completely drained,0,sadness,112,22
understand sometimes historian grow attached era personality study feel like go beyond casual predictable infatuation civilization history,1,joy,200,32
feel like delicate fragile vase,2,love,35,7
feel pretty really cute outfit pretty costume jewelry,1,joy,86,17
feeling little tender uncomfortable needle mark bum worse,2,love,84,16
realised hate people feel threatened,4,fear,63,12
asked person approaching issue answer oh specific saying even though feel loved deeply completely accept,2,love,176,35
wake morning feel leg body aching,0,sadness,59,14
feel anxious worry case dont understand customer problem,4,fear,78,14
feel like image compromised immediately successful,1,joy,70,12
feel feeling fill questionnaire form,3,anger,66,15
feel tortured person one world even think im somebody wish somebody wishing waste time though dream somebody tortured,4,fear,216,43
almost feel confused character honestly say actually thing going pretty well,4,fear,101,18
feel naughty href http www,2,love,30,7
im sick constantly betrayed feeling stomach feeling matter much someone say care whether friend something dont seem loyalty compassion whats hurt understanding argument,0,sadness,278,51
ive learned people forget said people forget people never forget made feel showed creative work way show kindness,1,joy,197,38
regular member group meaning follow whats going often also feel bit shy budding much say today request people,4,fear,207,47
able feel little bit emotional freedom,0,sadness,58,12
feeling week going splendid,1,joy,55,12
would never able feel like today buoied sense peace calm come hope,1,joy,114,25
hate fact feel miserable time im usually hate fact feel im moaning,0,sadness,116,27
would never understood valued meaning life partner feel lonely,0,sadness,94,19
tryin level best gud pal cant help u dont understad feel abt u dat ur problemn think carin sum crime img src rte emoticon smile sarcastic,3,anger,182,41
feel bouncy happy,1,joy,26,6
feel like missed opportunity wear cape run,0,sadness,71,16
seriously hate one subject death feel reluctant drop,4,fear,73,15
still feeling lousy cough side effect chemo finally kicking,0,sadness,94,18
feel image certainly damaged,0,sadness,58,12
understand feeling anxious,4,fear,40,7
understand nice feel like weird one,4,fear,64,14
feel vain look notice much like nose nice face structure,0,sadness,104,24
feel like read article blog even press release akron marathon world nothing calm,1,joy,143,29
feel lucky known called family,1,joy,61,13
feel privileged god made plan u,1,joy,51,11
id spent time reading feel bit guilty,0,sadness,74,16
know feeling glad,1,joy,63,15
im feeling bit resentful towards australian watch modern family grey anatomy glee,3,anger,105,18
stand front sink odkh milk front woman entering bathroom said feel offended try hard cry took,3,anger,159,35
im feeling pretty good ignoring fact ill probably feel worse feel better href http lh,1,joy,114,22
hope would able understand make friend feel pressured anything want,4,fear,118,24
tell fortunate feel access many wonderfully talented photographer like,1,joy,108,19
felt kilter since following prompting seeking peace feel resolved,1,joy,92,16
feel vital conservative movement anybody right obama matter hard watch carefully,1,joy,135,27
hope feel waft cool air luck,1,joy,45,12
bet feel absolutely horny watching shameless blond lad make guy cry pleasure caused hottest fist fuck,2,love,123,23
want someone feel safe around isnt gunna make question explain thing time guy understands get,1,joy,164,33
im feeling pretty energetic,1,joy,27,4
always conceal real true feeling im afraid venerable taking advantage well happened really destroyed,4,fear,160,27
cleaning spilled juice thinking even remembered felt time realized one kid made mess probably wouldnt calmly cleaning mess feeling little bit annoyed,3,anger,260,52
im feeling cool today,1,joy,21,4
want trip feel cool,1,joy,42,11
look feeling think way inhibited stepping forward,0,sadness,90,17
feel pain let know want anyone else suffering depression know alone,0,sadness,114,24
often look back younger year feel ashamed thing done,0,sadness,80,17
hear make feel reassured view towards humanity,1,joy,62,12
im feeling drained usual,0,sadness,27,5
feel frustrated especially last night thing actually enjoy finding time,3,anger,135,26
feeling discouraged last week,0,sadness,55,10
choose feel terrific href http www,1,joy,41,9
feel like hymn say stand amazed love jesus offer confused grace fully proffer,5,surprise,123,26
feel blessed given chance love,2,love,60,14
love feeling like truly making difference student life although sometimes unsure,4,fear,99,18
still feel slightly strange sorrow know something god satan,5,surprise,90,18
im also feeling shaky confidence faith time feel like im growing spiritually lot also growing lot understanding world around,4,fear,183,37
recently mentioned feel savage world good job modeling kind story robin telling current duet game willing experiment another system,3,anger,190,37
feel liked talked mass effect death post going afraid,2,love,105,24
im looking cloud moving across sky tallest building city immediately feel sense calm surround oops,1,joy,152,31
im feeling horny dead goat,2,love,40,9
im feeling pissed,3,anger,22,4
stubborn feel like going stubborn manner going help,3,anger,113,27
believe weakness strong believe conqueror feel like real fake fine,0,sadness,136,34
feel loyal one im,2,love,35,9
nasty feeling ungrateful wretch,0,sadness,62,12
feeling rebellious happening u family,3,anger,72,14
bathroom sat pee make feel submissive per instruction,0,sadness,100,21
wrote song time feeling disillusioned worship scene town live,0,sadness,111,23
feel like ignored,0,sadness,25,5
feel bouncy yay today,1,joy,38,9
come fight feeling whipped saddened hated put big girl panty pretend hey everything fine even though pissy,0,sadness,189,40
feel unwelcome,0,sadness,35,8
preform poem class feel confident preform,1,joy,81,18
got home tonight beautiful surprise party gorgeous friend birthday tell feeling sentimental awed actually totally lost word really explain feeling,0,sadness,219,41
put make first time month needed feel pretty,1,joy,77,17
feel nervous new thing anymore type attitude rather really hope dont screw type attitude,4,fear,188,43
friend feeling run everything every dumbass word say moronic thing worst he rukia,0,sadness,143,28
feel target blank download people die feel people feel die q amp wiki depends theyre dying theyre feeling thinking moment,0,sadness,228,46
feel angry instead asking problem accusing mad finally confirm kind person,3,anger,144,30
feel pathetic meaning,0,sadness,39,9
feel like tree shaken rudely comfortable ground,4,fear,75,14
ive last posted mind hasnt flooded topic feel need entertained influx feeling opinion without clarity life happened,1,joy,190,36
would love stop feeling effing needy,0,sadness,44,9
feel little sad christmas hardly,0,sadness,55,12
feel dumb,0,sadness,22,5
feel thing lot relaxed maybe year ago,1,joy,72,15
alsways feel carefree,1,joy,26,5
open eye morning heart feel empty,0,sadness,50,11
also cant sleep life feel totally totally fucked make sense one level sober therefore well living much self centered self willed thought action iam world pain right,3,anger,273,56
may even try make matching hair bow feel talented make sell,1,joy,103,22
remember seeing monitor feeling like truck chest couldnt breathe husband told theyre going intubate wasnt convinced would survive wanted live badly,1,joy,212,42
like first book stayed gut feeling one liked second book pretty well third book little better hated last book,2,love,170,35
miss feeling like hated,3,anger,31,7
still cant shake feeling might unwelcome,0,sadness,56,11
quarrel father,3,anger,30,7
feel completely humiliated let get way,0,sadness,67,14
often go week two without iming anyone im feeling especially outgoing one poke,1,joy,117,25
hunch coming month republican try tap overall feeling discontent,0,sadness,112,21
devote significant amount emotional energy feeling anxious thus become irritable frustrated little provocation,4,fear,137,21
read kindly feeling one cause disruption splendid person highest moral character salute,1,joy,151,29
feel met author would get along writing seemed friendly formal,1,joy,108,21
would throw thing feel terrified agitated,4,fear,52,9
feel child become violent mentally unsafe get older constantly dangerous environment,3,anger,139,23
feeling scared ra lot work go job,4,fear,98,21
identify independent admittedly sometimes fault strapped time make feel needy,0,sadness,117,20
im already beholding indulged high intensity feeling homesick think,0,sadness,109,20
im feeling nostalgic happened last four year,2,love,67,12
even feel hair look superior,1,joy,40,8
feel became frightened thought putting best foot forward,4,fear,82,16
could go feel like tortured enough one day,3,anger,74,17
im year old boy feeling hopeless,0,sadness,41,9
feel lucky mom,1,joy,43,12
feel isolated alone trade,0,sadness,37,8
ive made feeling people still supporting gop election cycle href http drinky lemur,2,love,114,21
tend become little animated talk something feel passionate,2,love,89,17
feel uncomfortable slobby,4,fear,31,5
im fancy way without feeling top snobbish,3,anger,77,17
feel unloved lately like dont get given enough attention,0,sadness,63,12
trust though may take courage feel god faithful god even dont see bigger picture lord,1,joy,146,32
push back repressed expression child split marriage say chance late feel enraged situation wan na yell top lung fuck aint fucking problem dont make way,3,anger,279,59
feel wholly completely loved well day,2,love,49,9
lay still awake find feeling unhappy,0,sadness,52,10
reading newspaper story man committed incestuous act twoyear old child thought anyone could thing abhorrent,3,anger,163,31
need know fixed going feel gorgeous dress,1,joy,85,20
feel strongly impressed must something,5,surprise,67,13
feel devastated betrayed abandoned ask peace comfort new direction,0,sadness,88,16
feel fine add bright smile,1,joy,39,9
feel inhibited fact woman clodia husband sorry mean brother always make slip personal enemy everitt,0,sadness,144,29
begun feel really burdened woman slum particularly mama kina,0,sadness,93,18
feel lonely reach call sister mom neither one available,0,sadness,84,18
view much like little sister habit building darkest day done remarkable job lately even asking advice make feel valued,1,joy,181,38
im nosy like see process behind scene peice feel like least provide little treat everyone curious like,5,surprise,165,36
feel like im greedy say want money,3,anger,56,13
feel marginalised frequently intimidated road often feel law rule define safe road layout look like simply dont make sense im using bicycle mode transport,4,fear,226,43
know obrian good characterisation evidenced main character feel like couldnt bothered extend rest crew,3,anger,164,31
started day matter well would feel horrible,0,sadness,72,16
feeling pretty low despite wettest summer rec,0,sadness,74,15
ive feeling like im shaky quilting water started questioning work,4,fear,86,15
still feel disheartened,0,sadness,35,6
feel thompson need work exactly impressed flash fluff,5,surprise,88,18
really feel like year mellow one,1,joy,49,11
enjoyed experienced entranced none point ever made feel experience devoted,2,love,134,25
feel like everyone think fake point laugh,0,sadness,69,16
still feel devastated,0,sadness,23,4
feel shouldnt back rel nofollow target blank title girlfriend href http eepctqlhiafjwnrrmas,0,sadness,112,19
longer feel timid insecure walked,4,fear,48,10
feel quite naughty,2,love,28,6
feel amazing lift,5,surprise,26,6
think feel pretty good,1,joy,41,9
control come sky busy christmas period game january weather permitting feel alex useful addition squad,1,joy,187,37
even think feel ashamed would denying true self,0,sadness,90,19
laying around disgusting apartment feeling melancholy anymore,0,sadness,73,11
kept feeling like missed something needed go back read,0,sadness,74,16
dint use purpose flour feeling guilty healthy breakfast,0,sadness,85,16
feel though accepted well comfortable around side family,1,joy,98,20
